Datetime,ScreenName,Text,Geolocation
6/11/2021 8:42,kaja_khalid,"Stop Streaming #TheFamilyMan2 web series, else we Thamizhs all over the world may have to lead a Massive Campaign to Boycott all 
@amazon
 Services, including Prime Video. https://t.co/kj7kP2ucbN",Bangalore
6/12/2021 1:30,SanjanaJawne,"This little cham has seperate fan following from Session 1 and Session 2
@BajpayeeManoj @sharibhashmi #TheFamilyMan2 #TheFamilyManOnPrime #TheFamilyManSeason2 https://t.co/BvdcbH0FPH",Bangalore
6/12/2021 2:24,AbdGokul,I have seen every episode in #TheFamilyMan2 .The way they potray our people(Tamil people) is totally a bullshit.They have playing with people emotion.,Bangalore
6/12/2021 6:18,VIRAJVIRATPATIL,"Me motivating myself before exams 😂🤣
#MemeTheFamilyMan 
@SrikantTFM 
@PrimeVideoIN 
#TheFamilyMan2 #TheFamilyManOnPrime https://t.co/5KQ4iqkLKv",Bangalore
6/12/2021 5:46,getsequre,"When #Chellamsir has the right keys;

#chellamsir #thefamilyman2 #digitalworkplace #visitormanagementsoftware #digitalsolutions #covid #assetmanagementsoftware https://t.co/Uv78z5mKVn",Bangalore
6/12/2021 7:50,Onecapebusiness,"We all need a Chellam sir in our lives...
Follow @onecapebusiness
#onecape #familyman #thefamilyman2 #tamilsonglover #tamilmemes https://t.co/Gtzw9t2JwA",Bangalore
6/12/2021 9:24,harshitha4444,"RT @KotechaJitu: @Samanthaprabhu2 Superb...Mind blowing...
Perfomance 

Thank you

#TheFamilyMan2",Bangalore
6/12/2021 8:54,hemanthrc333,"#MemeTheFamilyMan 
#TheFamilyMan2 
#AmazonPrime 
@PrimeVideoIN @SrikantTFM 
Wear a mask always it will protect from both 😂 https://t.co/dKjP0ZuirS",Bangalore
6/12/2021 8:53,SatyaSibaNayak,"RT @fampayindia: My dad when I ask for OTP on his phone

#FamPay #MemeTheFamilyMan #TheFamilyMan2 #TheFamilyMan #MEMES https://t.co/oAa00S0…",Bangalore
6/12/2021 8:52,KotechaJitu,"@Samanthaprabhu2 Superb...Mind blowing...
Perfomance 

Thank you

#TheFamilyMan2",Bangalore
6/12/2021 13:34,pathiyash,"@PrimeVideoIN Me and my brother whenever our sister cooks food in the kitchen!!! 

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/Ylo2LzUPTD",Bangalore
6/12/2021 13:22,pathiyash,"When your crush catches you looking at her!
My friend to me : just don't make eye contact, keep walking 

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/0MuMDgAyal",Bangalore
6/12/2021 13:21,pathiyash,"@PrimeVideoIN When your crush catches you looking at her!
My friend to me : just don't make eye contact, keep walking 

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/UOrq23UZfA",Bangalore
6/12/2021 13:19,Lazarsam4,"RT @sridevisreedhar: #TheFamilyMan2  - @RavindraVijay1 #RavindraVijay aka Muthu Pandian in conversation with @sri50  

@rajndk @BajpayeeMan…",Bangalore
6/12/2021 13:14,pathiyash,"@PrimeVideoIN Sri and Chellam Sir!!❤️
The Family Man 2❤️
Thanks for the amazing contest!!
Wish to win!!! 😍

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/9rS88pK5Yv",Bangalore
6/12/2021 13:13,pathiyash,"Sri and Chellam Sir!!❤️
The Family Man 2❤️
Thanks for the amazing contest!!
Wish to win!!! 😍

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/mkjJfgDCXs",Bangalore
6/12/2021 13:13,psangeetha2112,"Thanks to Milind from #TheFamilyMan2, listening to this beautiful song after ages @hinduja_sunny #SPBalasubrahmanyam 
https://t.co/qi4YJiBrGK",Bangalore
6/12/2021 20:30,Rumana00558454,"RT @Trends_Samantha: Raji in These Designs Are 👌💥! @Samanthaprabhu2 

#TheFamilyMan2 || #SamanthaAkkineni https://t.co/I6gRoKyLZ9",Bangalore
6/12/2021 19:47,MasterakaJD,"#TheFamilyManSeason2 DUB UPDATE :
* Wait on 18th June and 25th June.
* If it's missed, then we should expect it on August.
(_Till that just try it on Hindi that's my opinion_)
#TheFamilyManOnPrime
#TheFamilyMan2 https://t.co/wzFWlEEU7b",Bangalore
6/12/2021 19:03,Fightforbadser1,"RT @MasterakaJD: What's this hint you're trying to convey to us @PrimeVideoIN 
@AmazonHelp ?
#TheFamilyMan2 https://t.co/VvpJi1HLAx",Bangalore
6/12/2021 18:55,BilalThaniOruva,"RT @sridevisreedhar: #TheFamilyMan2  - @RavindraVijay1 #RavindraVijay aka Muthu Pandian in conversation with @sri50  

@rajndk @BajpayeeMan…",Bangalore
6/13/2021 8:00,TaranaSammu,"RT @TheArif24: Never seen acting like her @Samanthaprabhu2 what a brilliant acting in #TheFamilyMan2 absolutely award winning acting. 👏

#T…",Bangalore
6/13/2021 7:41,srikanth_ss5,"RT @Trends_Samantha: Raji in These Designs Are 👌💥! @Samanthaprabhu2 

#TheFamilyMan2 || #SamanthaAkkineni https://t.co/I6gRoKyLZ9",Bangalore
6/13/2021 5:57,Mujtaba023,need chellam sir to find more sukoon. #TheFamilyMan2,Bangalore
6/13/2021 5:45,JishnuUnniSFC,RT @sri50: My conversation with ⁦@RavindraVijay1⁩ aka #MuthuPandian of #TheFamilyMan2  https://t.co/18ZPM8kDvw,Bangalore
6/13/2021 5:40,harishshankara,@ishahabali Your last few scenes with @Samanthaprabhu2 was awkwardly very touching. Loved your performance. #TheFamilyMan2,Bangalore
6/13/2021 5:39,sri50,My conversation with ⁦@RavindraVijay1⁩ aka #MuthuPandian of #TheFamilyMan2  https://t.co/18ZPM8kDvw,Bangalore
6/13/2021 5:24,Di36204067,"RT @TheArif24: Never seen acting like her @Samanthaprabhu2 what a brilliant acting in #TheFamilyMan2 absolutely award winning acting. 👏

#T…",Bangalore
6/13/2021 5:13,kovarthan2005,"RT @sridevisreedhar: #TheFamilyMan2  - @RavindraVijay1 #RavindraVijay aka Muthu Pandian in conversation with @sri50  

@rajndk @BajpayeeMan…",Bangalore
6/13/2021 5:10,IDinezTweet,"@Samanthaprabhu2  🔥

That's the tweet.

#TheFamilyMan2 #AmazonPrime",Bangalore
6/13/2021 4:38,RAKESH_SAM_FAN,"RT @Trends_Samantha: Raji in These Designs Are 👌💥! @Samanthaprabhu2 

#TheFamilyMan2 || #SamanthaAkkineni https://t.co/I6gRoKyLZ9",Bangalore
6/13/2021 4:30,EnigmaUnsocial,"RT @sridevisreedhar: #TheFamilyMan2  - @RavindraVijay1 #RavindraVijay aka Muthu Pandian in conversation with @sri50  

@rajndk @BajpayeeMan…",Bangalore
6/13/2021 4:09,RoyceVineeth,"RT @SeemanOfficial: Stop Streaming #TheFamilyMan2 web series, else we Thamizhs all over the world may have to lead a Massive Campaign to Bo…",Bangalore
6/13/2021 18:42,_ACTRESSFAN_,"RT @Trends_Samantha: Outstanding Fan-Art for Raji👌🔥 @Samanthaprabhu2 
Credits - @thalaYG .

#SamanthaAkkineni #TheFamilyMan2 https://t.co/V…",Bangalore
6/13/2021 16:10,cinemaausher,RT @vicramb: Was pretty cool speaking with Shahab Ali from #TheFamilyMan2  on a Clubhouse Q&amp;A. A very grounded and nice person. Hope his ca…,Bangalore
6/13/2021 15:54,Baraniiraj3,"RT @Trends_Samantha: Fantastic artwork for #TheFamilyMan2 👌❤

@Samanthaprabhu2 
#Samantha #SamanthaAkkineni 

Credits: https://t.co/TJqtA0Z…",Bangalore
6/13/2021 15:53,dinesh89pandey,"God realized that Google doesn't work without internet, so he created Chellam Sir 😅

#ChellamSir
#TheFamilyMan2 https://t.co/DcBz7zuw1K",Bangalore
6/13/2021 15:49,Umanathv,"RT @medianews4u: Amazon Prime Video and Netflix engage in a fun banter over Manoj Bajpayee’s Netflix debut...
@BajpayeeManoj @PrimeVideoIN…",Bangalore
6/13/2021 15:41,Di36204067,Show is a must watch. Loved it,Bangalore
6/13/2021 15:26,harshitha4444,Beautiful peace of art and manoj bajpayee justifying it.,Bangalore
6/13/2021 15:21,SandhyaSamFan,Chellam Sir is the real hero,Bangalore
6/14/2021 20:44,SamSuriyaSD,"RT @Trends_Samantha: Outstanding Fan-Art for Raji👌🔥 @Samanthaprabhu2 
Credits - @thalaYG .

#SamanthaAkkineni #TheFamilyMan2 https://t.co/V…",Bangalore
6/14/2021 19:33,JTsaran_Version,"RT @Trends_Samantha: Clarification about #Samantha's role in #TheFamilyMan2 by the makers @rajndk. 

@Samanthaprabhu2  #SamanthaAkkineni ht…",Bangalore
6/14/2021 19:18,RohitvNiranjan,"#TheFamilyMan2 #TheFamilyManSeason2 

JK about #Chennai every scene he appears

arey yeh Chennai toh bahut garmi they yaar 

As if Mumbai was never hot for him in the 1st season :D",Bangalore
6/14/2021 18:46,Soul_Meenu,"@SrikantTFM #MemeTheFamilyMan 
#TheFamilyManOnPrime #TheFamilyMan2 
@SrikantTFM @PrimeVideoIN 

When I Switch On ""ALL OUT"" in Active Mode 

Mosquitoes Be Like : https://t.co/Pkusx3AscO",Bangalore
6/14/2021 18:44,Soul_Meenu,"@SrikantTFM #MemeTheFamilyMan 
#TheFamilyManOnPrime #TheFamilyMan2 
@SrikantTFM @PrimeVideoIN

When I Am Walking Alone in Road, Suddenly a Dog Turns My Side

My Mind Be Like : https://t.co/olo3FHvJUv",Bangalore
6/14/2021 13:32,SantyTalk,Watched #TheFamilyMan2 loved it. The scenes are well scripted based on REAL incidents in TN and Sri Lanka..,Bangalore
6/14/2021 13:31,mrtallerjerry,"RT @SeemanOfficial: Stop Streaming #TheFamilyMan2 web series, else we Thamizhs all over the world may have to lead a Massive Campaign to Bo…",Bangalore
6/14/2021 13:29,sjaveed03,"RT @SeemanOfficial: Stop Streaming #TheFamilyMan2 web series, else we Thamizhs all over the world may have to lead a Massive Campaign to Bo…",Bangalore
6/14/2021 9:47,MuthukumarDu,"@PrimeVideoIN @SrikantTFM @rajndk @BajpayeeManoj @Samanthaprabhu2 @Priyamani6 @sharibhashmi @sumank @Suparn @shreya_dhan13 @hinduja_sunny @DarshanKumaar @SharadK7 @ishahabali We will record the strongest condemnation against the film #TheFamilyMan2 which has been published in a very derogatory and slanderous manner as the LTTE, #banfamilyman",Bangalore
6/14/2021 9:33,pathiyash,"When someone says engineering lelo life set hein!!! 

@SrikantTFM
@PrimeVideoIN
#MemeTheFamilyMan #TheFamilyManOnPrime
#thefamilyman #thefamilyman2 #memesOfFamilyman https://t.co/mKKHGw3hUr",Bangalore
6/14/2021 9:32,pathiyash,"Solid story, Awesome direction and acting was incredible",Bangalore
6/14/2021 7:42,CommondraaaMa,RT @sri50: #TheFamilyMan2 @BajpayeeManoj What a versatile actor! Simply rocks! https://t.co/ssBZoh1vpm,Bangalore
6/14/2021 7:42,CommondraaaMa,"RT @sri50: #TheFamilyMan2| #Review @PrimeVideoIN - Awesome,Adrenaline pumping, emotional, loads of humour, solid story, research, terrific…",Bangalore
6/14/2021 7:42,CommondraaaMa,"RT @sri50: #TheFamilyMan2 @rajndk got milieu and the #Tamil actors in supporting roles perfect.  #RavindraVijay #Devadarshini, &amp; #UdayMahes…",Bangalore
6/14/2021 7:36,CommondraaaMa,"RT @sridevisreedhar: #TheFamilyMan2  - @RavindraVijay1 #RavindraVijay aka Muthu Pandian in conversation with @sri50  

@rajndk @BajpayeeMan…",Bangalore
6/14/2021 7:25,indiancore75,"@sidharth_shukla Loved watching #TheFamilyMan2 ...Awww can't miss mentioning  Chellam Sir who is all over the internet with lovely memes dedicated to him ..all want to ask him something? Srikant, JK n now Chellam sir ...being loved for their stupendous role play !❤🙌",Bangalore
6/14/2021 4:17,QueenSamanthaFP,"RT @sumanthforsam: Fitness Freak @Samanthaprabhu2 ❤️ 

@TeamTWTS @SailuSam20 @Tirumala_Sam @SandhyaSamFan @urstruly_geetha @_anusam @am_har…",Bangalore
6/14/2021 3:55,_TeamSamantha_,Best actor award goes to Raji and Srikant. Such good actors they are,Bangalore
6/14/2021 3:25,Di36204067,Loved watching the show #FamilyMan. Amazing show,Bangalore
6/14/2021 3:17,urstruly_geetha,Give some reviews of family man. Need to watch it,Bangalore
6/10/2021 21:32,ishahabali,"Thank you for the opportunity @sayupasna . Very grateful 🙏

#TheFamilyManOnPrime #TheFamilyMan2 https://t.co/gmXKzKFnyk",Delhi
6/10/2021 20:39,A_mGarg,"Weather is groovy 🌧

So what!! 

So am I. 
#fridaynightfunkin
#ThursdayMotivation #TheFamilyMan2 https://t.co/3lYHLj8t8k",Delhi
6/10/2021 20:14,Shivang77239756,"RT @ramprakash0324: Don't be a minimum guy. Aim for twitter blue tick.
#jokes 
#TheFamilyMan2",Delhi
6/10/2021 19:10,mihir_nagpal16,"Just saw #TheFamilyMan2. Absolutely loved it. Great performances by, literally, everyone. Congratulations to @BajpayeeManoj Sir and the entire cast.",Delhi
6/10/2021 19:02,Shivamg111,"Just Finished Watching #TheFamilyMan2 - I Must Say This Is Called The Season 2 Of Any Webseries.. INCREDIBLE...And @BajpayeeManoj Sir You Are Incredible Actor Love You Sir ❤️...
And @sharibhashmi Sir You Are Too Good 👌👌
And Great Acting By @Samanthaprabhu2 👍🙌
@rajndk ⭐⭐⭐⭐",Delhi
6/10/2021 18:57,shivambhagat33,#ManojBajpayee keeps getting better. Superb acting. #TheFamilyMan2,Delhi
6/10/2021 18:14,MNNewsLive,"Chellam Sir: Meet Uday Mahesh aka 'Chellam Sir' of The Family Man 2 https://t.co/YzSd0P6Ypm 
#ChellamSir #TheFamilyMan2 #family",Delhi
6/10/2021 18:03,kazmi_shauzab,What a brilliant show..#TheFamilyMan2  Great to see you in Action. @BajpayeeManoj 👏👏,Delhi
6/10/2021 18:01,Uzair__Khan_,"#TheFamilyMan2 
Just watched 6th episode and that police station one-shot gun action sequence is frickin-awesome! But if we compare the hospital one-take sequence in S01 is still the best one-take action i've seen in any Indian media that one reminded me of #TrueDetective S01E04",Delhi
6/10/2021 17:56,SeoMasterX1,Creativity max to whoever did this. #TheFamilyMan2 #ChellamSir #seomasterx https://t.co/aQZsR4TjML,Delhi
6/10/2021 17:50,18AKGOYAL,"RT @ramprakash0324: Don't be a minimum guy. Aim for twitter blue tick.
#jokes 
#TheFamilyMan2",Delhi
6/10/2021 17:32,unfinance1,#ChellamSir at unusual places (finance edition)  #ChellamKnowsEverything @unfinance1 #TheFamilyMan2 #HarshadMehta  #WarrenBuffett #MukeshAmbani @elonmusk #financememe https://t.co/Mryfo3xdEM,Delhi
6/10/2021 17:17,Aakashpatel7295,"RT @ramprakash0324: Don't be a minimum guy. Aim for twitter blue tick.
#jokes 
#TheFamilyMan2",Delhi
6/10/2021 17:07,Devkardeeps1012,"RT @DelhiCapitals: #ChellamSir knows it all 🙃

#YehHaiNayiDilli #TheFamilyMan2 @Avesh_6 https://t.co/ATFKdYmhIN",Delhi
6/10/2021 17:01,Rish_VjMsD,"RT @JagranEnglish: Epic😂! 

#TheFamilyMan2 #ChellamSir @BajpayeeManoj

https://t.co/Nmvu3mspPD",Delhi
6/10/2021 17:01,Rish_VjMsD,"RT @ieEntertainment: The showrunners, @rajndk in the latest season use @sharibhashmi’s JK character to debunk a few cliches of #southIndia.…",Delhi
6/10/2021 16:50,lachmi0809,"RT @Outlookindia: INTERVIEW | In conversation with Outlook's @lachmi0809, Actor Manoj Bajpayee talks about the release and the response of…",Delhi
6/10/2021 16:38,KritikaVaid91,"Send in your questions! 

Stay tuned for the interview

#ChellamSir #ChellamKnowsEverything #TheFamilyMan2 https://t.co/cO2383zxI2",Delhi
6/10/2021 16:34,theexwhogothot,RT @theexwhogothot: Who is the most irritating character in #TheFamilyMan2,Delhi
6/10/2021 16:28,pr4ful2,"RT @DelhiCapitals: #ChellamSir knows it all 🙃

#YehHaiNayiDilli #TheFamilyMan2 @Avesh_6 https://t.co/ATFKdYmhIN",Delhi
6/11/2021 23:22,KanhaiyaMaddh18,"""She is feminazi and I am the libertarian.""

#TheFamilyMan2",Delhi
6/11/2021 22:04,BK_vidrohi,"Dear @BajpayeeManoj  sir u r our own @BryanCranston &amp; @rajndk sir thanku so much for bringing this masterpiece to our life,and now I can say we hve our own worldclass web series.Handsdown for  @Samanthaprabhu2 @sharibhashmi is fav.Both kids,suchi n chellam sir❣️
#TheFamilyMan2",Delhi
6/11/2021 21:24,DasSushmita,"RT @DelhiCapitals: #ChellamSir knows it all 🙃

#YehHaiNayiDilli #TheFamilyMan2 @Avesh_6 https://t.co/ATFKdYmhIN",Delhi
6/11/2021 21:19,23singh_ashish,"@Samanthaprabhu2 elevates #TheFamilyMan2 to another level. She talks more with her eyes than words. and goes deeper than her rebel character to painfully summons the deadness, angst n disgust of every women suffering in silence. Kudos to the actor in her !!! 3/3 @PrimeVideoIN https://t.co/fcS12g0HL5",Delhi
6/11/2021 21:18,narmadha__s,"RT @MDANAS99812159: Loved this scene. Misunderstanding between two languages...Bhadwa no ma'am it's bhadakna...😅😅

Amazing webseries.
Power…",Delhi
6/11/2021 20:55,23singh_ashish,Beauty of  #TheFamilyMan2 lies in chemistry between its characters n what they stand for. I will remember it for the moment of humanity between Raji n Sajid where she briefly saw hope before giving in completely. I felt her loss @Samanthaprabhu2 @ishahabali @PrimeVideoIN 2/3,Delhi
6/11/2021 20:47,cybersec_feeds,"RT @anand_dutta: I wish we can become the IT Security and Risk Management expert like ""Chellam Sir"" @tech_mahindra #ESRM #Cybersecurity @Ba…",Delhi
6/11/2021 20:24,23singh_ashish,"#TheFamilyMan2 on @PrimeVideoIN is extremely layered, nuanced n embedded with countless emotions so subtly that it's obvious to miss it first time! HATS OFF to @rajndk for choosing an extremely sensitive topic and crafting it with extreme sensitivity!!! 1/3",Delhi
6/11/2021 19:12,DrAnkit_VN,"RT @faisalkhan__7: When me and my friend  bunk school and my absent  teacher seen me :-

#TheFamilyMan #TheFamilyMan2 
#memesOfFamilyman 
@…",Delhi
6/11/2021 19:03,faisalkhan__7,"When me and my friend  bunk school and my absent  teacher seen me :-

#TheFamilyMan #TheFamilyMan2 
#memesOfFamilyman 
@SrikantTFM 
@PrimeVideoIN https://t.co/Xx6ulWQWj9",Delhi
6/11/2021 18:05,m_o__h_i_t,"RT @IAmGMishra: #TheFamilyMan2 :Must Watch

Superb performance by @Samanthaprabhu2 @sharibhashmi, Legend @BajpayeeManoj 🙏&amp; others including…",Delhi
6/11/2021 18:03,GitaS2020,"RT @IAmGMishra: It feels great to see @BajpayeeManoj Ji liking &amp; RTing the tweet.

#TheFamilyMan2 https://t.co/9mmP0JEw4W",Delhi
6/11/2021 17:51,prateekmrt7,"RT @astropraveen: #chellamsirmeme Ab toh Chellam Sir ne bhi bol diya 😜 
@BajpayeeManoj @SrikantTFM @SharadK7 @rajndk
#familyman2 #thefamily…",Delhi
6/11/2021 17:46,GauravMishraAE,"RT @IAmGMishra: It feels great to see @BajpayeeManoj Ji liking &amp; RTing the tweet.

#TheFamilyMan2 https://t.co/9mmP0JEw4W",Delhi
6/11/2021 17:45,IAmGMishra,"RT @IAmGMishra: It feels great to see @BajpayeeManoj Ji liking &amp; RTing the tweet.

#TheFamilyMan2 https://t.co/9mmP0JEw4W",Delhi
6/11/2021 17:45,guptapranav00,"#MemeTheFamilyMan
Below image is nothing, it is just a ""#TheFamilyMan2"" if basu's meeting with president got cancelled .. https://t.co/zULSX1Lpd1",Delhi
6/11/2021 17:40,Dr_Seval_,"When life gives you chance of being anyone.
▶️ Be as hardworking gentleman as Srikant
▶️ Be As dedicated lady as Raji
▶️ And As innocent kid as Atharva.

@BajpayeeManoj @Samanthaprabhu2 
#TheFamilyMan2",Delhi
6/11/2021 17:40,bellalex0414,"RT @IAmGMishra: #TheFamilyMan2 :Must Watch

Superb performance by @Samanthaprabhu2 @sharibhashmi, Legend @BajpayeeManoj 🙏&amp; others including…",Delhi
6/11/2021 17:36,faisalkhan__7,"When my friend eating lunch in school without me 
Also me:-

#TheFamilyMan #TheFamilyMan2 #memesOfFamilyman 
@SrikantTFM 
@PrimeVideoIN https://t.co/eQgTluZhhz",Delhi
6/11/2021 17:30,sharibhashmi,"RT @ieEntertainment: The showrunners, @rajndk in the latest season use @sharibhashmi’s JK character to debunk a few cliches of #southIndia.…",Delhi
6/11/2021 17:30,faisalkhan__7,"RT @SBM_4007: Rarely binge watch anything, but #TheFamilyMan2 was worth it.
Good story, fab actors!! 👍👏

@Samanthaprabhu2 was intense &amp; wha…",Delhi
6/12/2021 18:20,Poonam89739042,"RT @mymoneymantra: Always consult Chellam Sir, when taking financial decisions.

#TheFamilyMan2 
#MyMoneyMantra https://t.co/91iDDDN6p4",Delhi
6/12/2021 17:32,ImAmitkarn,"@BajpayeeManoj sir today I watched #TheFamilyMan2 it takes me total 7 hours long .The character of you, JK, and Muthu and raji was too much brilliant.what an acting by all of the team of #TheFamilyMan2.
बहुत बहुत बधाई सर एहने और आपके जिन्दगीं में सफलता मिले।लव फ्रॉम बिहार सर।",Delhi
6/12/2021 15:50,TaranaSammu,"RT @krishna__shukla: Just watched #TheFamilyMan2 , @BajpayeeManoj once again did excellent performance..@Samanthaprabhu2 was a surprise pac…",Delhi
6/12/2021 14:05,krishna__shukla,"@shreya_dhan13 small role but left huge impact. She have a very bright future in acting..@SharadK7 also played his role perfectly..congrats to @rajndk and the whole team for this wonderful season...
#TheFamilyMan2",Delhi
6/12/2021 14:05,krishna__shukla,"Just watched #TheFamilyMan2 , @BajpayeeManoj once again did excellent performance..@Samanthaprabhu2 was a surprise package of the show..The highlight of the show is friendship between @sharibhashmi and Manoj sir..@hinduja_sunny once again impress us after Aspirants...",Delhi
6/12/2021 13:24,timesjobsdotcom,"Tip of the day:
Never make eye contact with your boss when he is angry with you.

#TimesJobs #TheFamilyMan2 #Meme #MemeDaily https://t.co/XkVVwgGH7m",Delhi
6/12/2021 13:11,Ankitaker,"#TheFamilyMan2 Ep 8 reaction of @jabykoay &amp; @Syntell 🔥😂
Their expressions say it all https://t.co/BY7WzAcbeU",Delhi
6/12/2021 12:52,faisalkhan__7,"Coming back from principal office
Actual scene            since i explain

#MemeTheFamilyMan 
#TheFamilyMan #TheFamilyMan2 
@PrimeVideoIN @SrikantTFM https://t.co/4cyjAYpsJr",Delhi
6/12/2021 12:50,just_fayeez,"#Fayeezhaimushkil
#TheFamilyMan2
Suchi's Secrecy with Arvind 
Dhriti's affair with Kalyan 
Atharv's blackmailing &amp; stupidity 
Srikanth Tiwari be like : https://t.co/L5QnW29NU7",Delhi
6/12/2021 12:32,TaranaSammu,"RT @IAmGMishra: #TheFamilyMan2 :Must Watch

Superb performance by @Samanthaprabhu2 @sharibhashmi, Legend @BajpayeeManoj 🙏&amp; others including…",Delhi
6/12/2021 12:25,virendrasaini33,"Close truth!

#TheFamilyMan2 
@BajpayeeManoj @Samanthaprabhu2 https://t.co/zXorLeAG6x",Delhi
6/12/2021 11:57,Renuka26855,"RT @vestigemkt: Sharpen your mind, boost brain activity and increase mental performance with Vestige Prime Metamind✨

Buy: https://t.co/hHb…",Delhi
6/12/2021 10:48,i_Navedr,"Why didn't use any gimble or  other stablizer in the family man season 2
#TheFamilyMan2 
#TheFamilyManSeason2
@rajndk
#rajndk",Delhi
6/12/2021 10:45,Zeal20032002,"RT @ieEntertainment: The showrunners, @rajndk in the latest season use @sharibhashmi’s JK character to debunk a few cliches of #southIndia.…",Delhi
6/12/2021 10:42,mohitjain77,"RT @vestigemkt: Sharpen your mind, boost brain activity and increase mental performance with Vestige Prime Metamind✨

Buy: https://t.co/hHb…",Delhi
6/12/2021 10:16,trendincultures,"RT @mrbakchouder: New meme
#Memes #funny #memesdaily #dankmemes #lol #Ambani #TheFamilyMan2 #TheFamilyManSeason2 #TheFamilyMan #MemeTheFami…",Delhi
6/12/2021 7:16,diwanaladka66,"RT @maryashakil: My favourite actor . What a show. Is #FamilyMan @BajpayeeManoj Satya moment on OTT? 

The maker…",Delhi
6/12/2021 7:14,DrHimanshuJain4,RT @PIETPanipat: God sent Chellam SIr when he realized Google is overrated. Chellam Sir also knows what must be the ideal choice after 12th…,Delhi
6/12/2021 7:13,Tweetanesh,"RT @maryashakil: My favourite actor from my home state returns with a sequel. Is #FamilyMan @BajpayeeManoj Satya moment on OTT? 

The maker…",Delhi
6/12/2021 7:13,Gaurav_Sln,"@PrimeVideoIN When you bring ""Litti Chicken"" in your office and don't want to share with anyone other than your bff,n heading to finish it-

#MemeTheFamilyMan
#Thefamilyman 
#TheFamilyMan2  
#memesOfFamilyman 
@SrikantTFM 
@PrimeVideoIN https://t.co/9FdVsBx7JF",Delhi
6/12/2021 7:13,HauntedMemer,"RT @maryashakil: My favourite actor from my home state returns with a sequel. Is #FamilyMan @BajpayeeManoj Satya moment on OTT? 

The maker…",Delhi
6/12/2021 7:12,mrs_samakkineni,"RT @IAmGMishra: #TheFamilyMan2 :Must Watch

Superb performance by @Samanthaprabhu2 @sharibhashmi, Legend @BajpayeeManoj 🙏&amp; others including…",Delhi
6/12/2021 7:10,Gaurav_Sln,"@PrimeVideoIN When you don't know ""Unnasi""
#Thefamilyman 
#TheFamilyMan2  
#memesOfFamilyman 
#MemeTgeFamilyMan
@SrikantTFM 
@PrimeVideoIN https://t.co/hJfHN6645X",Delhi
6/13/2021 11:14,SapnaMa41962631,"RT @tabishaslam: I know everybody wants to do this to the bhakts 😂😂😂
#TheFamilyMan2
#आरक्षण_विरोधी_योगी_सरकार
#BJPFailedKarnataka 
#UP_सरका…",Delhi
6/13/2021 11:13,HimanshuB71,"@PrimeVideoIN Here's a meme from The Family Man Season 2.

#MemeTheFamilyMan
#TheFamilyManOnPrime
#TheFamilyMan #TheFamilyMan2 #MemesOfFamilyMan
@SrikantTFM @PrimeVideoIN

Join -
@trekha1986
@Prem_198
@Usha511
@Vinod_197
@BothraPri
@tarunkrekha https://t.co/ixZHfF4LVx",Delhi
6/13/2021 11:10,ShobhaP52419822,"RT @JagranEnglish: #POLL | Which series are you binge-watching this weekend? 

@BajpayeeManoj @sidharth_shukla 
#TheFamilyMan2 #ManojBajpay…",Delhi
6/13/2021 18:23,Arnab_Gandhi_07,"RT @ietrending: After Chellam Sir, Manoj Bajpayee’s expressions during #TheFamilyMan2 spark meme fest 

https://t.co/joEzBHHa7O",Delhi
6/13/2021 14:52,SamZeneca,RT @nawabjha: #TheFamilyMan2 | #Review | The excellent TASC team is back. Here's my 4.5-star review of the super sleek show spearheaded by…,Delhi
6/13/2021 14:51,Uzair__Khan_,"Just watched #TheFamilyMan2 Finalle and its probably the most packed episode of the series the pacing was outstanding and again with that one-take! Brilliant use of the camera, didn't like what they did with that plane shootout with sooo much distance doesn't seem realistic",Delhi
6/13/2021 14:51,Yashvee34874830,@Samanthaprabhu2 no one can match your acting in #TheFamilyMan2 hope we can see you again in bollywood series and movies,Delhi
6/13/2021 18:10,HansSingh03,"RT @ReverberateIND: Take #ChellumSir's advice on finding the one stop shop for all your social and digital media marketing needs! 
#TheFami…",Delhi
6/13/2021 18:01,NOTYELEMENT,RT @theexwhogothot: Who is the most irritating character in #TheFamilyMan2,Delhi
6/13/2021 17:57,ReverberateIND,"Take #ChellumSir's advice on finding the one stop shop for all your social and digital media marketing needs! 
#TheFamilyMan2 
#JoiningTheTrend https://t.co/GKGkPL9UQa",Delhi
6/13/2021 17:50,_TeamSamantha_,"RT @CentreLeak: Guys toss your best one liner for @Samanthaprabhu2 performance in #thefamilyman2 

#Samantha #Samanthahot #samanthahottest…",Delhi
